epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,3082.51,0.51619,0.31976,0.9689,0.87691,0.83791,0.89531,0.70172,0.9388,0.71212,1.29232,0.0001189,0.0001189,0.0001189
180,3093.96,0.48517,0.30218,0.95174,0.86653,0.81753,0.88543,0.6922,0.9458,0.77263,1.29746,0.00011395,0.00011395,0.00011395
181,3105.46,0.49585,0.32747,0.95781,0.87712,0.78097,0.87863,0.68322,0.94697,0.8544,1.30811,0.000109,0.000109,0.000109
182,3116.74,0.48935,0.31041,0.95324,0.86155,0.78875,0.85375,0.6762,0.94834,0.88095,1.30048,0.00010405,0.00010405,0.00010405
183,3128.07,0.50229,0.32466,0.95755,0.86987,0.81828,0.87148,0.68686,0.94975,0.81021,1.32361,9.91e-05,9.91e-05,9.91e-05
184,3139.42,0.49592,0.31766,0.95188,0.86733,0.77997,0.85252,0.67926,0.9487,0.81863,1.32375,9.415e-05,9.415e-05,9.415e-05
185,3150.93,0.48154,0.31527,0.95629,0.86519,0.78898,0.85384,0.67806,0.95548,0.82175,1.34597,8.92e-05,8.92e-05,8.92e-05
186,3162.42,0.49134,0.31532,0.95729,0.89532,0.76791,0.84895,0.67309,0.95047,0.8214,1.33181,8.425e-05,8.425e-05,8.425e-05
187,3173.95,0.49691,0.31468,0.95907,0.92948,0.75047,0.85516,0.68116,0.95091,0.82679,1.32702,7.93e-05,7.93e-05,7.93e-05
188,3185.57,0.47172,0.3059,0.9444,0.92522,0.75242,0.84734,0.6791,0.92627,0.89855,1.29386,7.435e-05,7.435e-05,7.435e-05
189,3197.16,0.48008,0.30868,0.96152,0.90637,0.75486,0.84513,0.67776,0.94206,0.88213,1.31026,6.94e-05,6.94e-05,6.94e-05
190,3208.76,0.50102,0.3187,0.96185,0.93558,0.75128,0.85305,0.67341,0.93916,0.82702,1.30522,6.445e-05,6.445e-05,6.445e-05
191,3219.31,0.41649,0.25841,0.9451,0.90835,0.77215,0.85178,0.66547,0.96096,0.79334,1.33222,5.95e-05,5.95e-05,5.95e-05
192,3229.82,0.43249,0.24879,0.94902,0.85513,0.79658,0.84434,0.663,0.9598,0.80963,1.32811,5.455e-05,5.455e-05,5.455e-05
193,3240.12,0.39426,0.2342,0.9068,0.84462,0.79453,0.84221,0.65885,0.95841,0.81018,1.32378,4.96e-05,4.96e-05,4.96e-05
194,3250.49,0.39148,0.22823,0.90115,0.84231,0.79315,0.84153,0.66371,0.94887,0.80539,1.31829,4.465e-05,4.465e-05,4.465e-05
195,3261.04,0.38654,0.22569,0.90001,0.84055,0.79815,0.84915,0.66216,0.95572,0.80298,1.32373,3.97e-05,3.97e-05,3.97e-05
196,3271.49,0.3748,0.22525,0.89337,0.85352,0.79837,0.85978,0.67532,0.95306,0.77805,1.33123,3.475e-05,3.475e-05,3.475e-05
197,3281.94,0.38344,0.22226,0.89689,0.85905,0.79651,0.85519,0.67969,0.95549,0.76807,1.33605,2.98e-05,2.98e-05,2.98e-05
198,3292.44,0.38367,0.22574,0.90096,0.84671,0.79942,0.8478,0.67252,0.94465,0.76825,1.32616,2.485e-05,2.485e-05,2.485e-05
199,3302.91,0.38228,0.23177,0.898,0.85419,0.79642,0.84892,0.67606,0.93906,0.78955,1.31849,1.99e-05,1.99e-05,1.99e-05
200,3313.22,0.39606,0.22432,0.91369,0.85207,0.79381,0.85108,0.67072,0.9331,0.79847,1.31425,1.495e-05,1.495e-05,1.495e-05
